trip_id,start_time,end_time,headway_secs,exact_times
"3.TA.93-240-8-j26-1.1.H","13:00:00","16:00:00","60","0"
"4.TA.93-240-8-j26-1.2.R","09:00:00","17:00:00","60","0"
"5.TA.93-240-8-j26-1.2.R","09:00:00","12:59:00","60","0"
"6.TA.93-240-8-j26-1.2.R","13:00:00","16:00:00","60","0"
"1.TA.93-4D-Y-j26-1.1.H","13:20:00","16:00:00","60","0"
"2.TA.93-4D-Y-j26-1.1.H","09:15:00","12:20:00","60","0"
"3.TA.93-4D-Y-j26-1.1.H","08:30:00","16:15:00","60","0"
"4.TA.93-4D-Y-j26-1.2.R","13:20:00","16:00:00","60","0"
"5.TA.93-4D-Y-j26-1.2.R","08:30:00","16:15:00","60","0"
"6.TA.93-4D-Y-j26-1.2.R","09:15:00","12:20:00","60","0"
"1.TA.93-226-A-j26-1.1.H","08:45:00","16:00:00","60","0"
"2.TA.93-226-A-j26-1.2.R","08:45:00","15:50:00","60","0"
"1.TA.93-224-A-j26-1.1.H","12:50:00","16:30:00","1200","0"
"2.TA.93-224-A-j26-1.1.H","08:30:00","16:30:00","1200","0"
"3.TA.93-224-A-j26-1.1.H","08:30:00","12:10:00","1200","0"
"4.TA.93-224-A-j26-1.2.R","08:50:00","16:30:00","1200","0"
"5.TA.93-224-A-j26-1.2.R","08:50:00","16:30:00","1200","0"
"1.TA.93-257-7-j26-1.1.H","17:10:00","20:40:00","1800","0"
"3.TA.93-257-7-j26-1.1.H","07:10:00","19:40:00","1800","0"
"12.TA.93-257-7-j26-1.2.R","17:10:00","20:40:00","1800","0"
"13.TA.93-257-7-j26-1.2.R","07:10:00","19:40:00","1800","0"
"10.TA.93-R-Y-j26-1.1.H","07:40:00","18:20:00","1200","0"
"27.TA.93-R-Y-j26-1.2.R","07:40:00","18:20:00","1200","0"
"1.TA.93-261-5-j26-1.1.H","00:00:00","23:50:00","600","0"
"2.TA.93-261-5-j26-1.2.R","00:00:00","23:50:00","600","0"
"1.TA.93-261-6-j26-1.1.H","00:00:00","23:50:00","600","0"
"2.TA.93-261-6-j26-1.2.R","00:00:00","23:50:00","600","0"
"1.TA.93-200-8-j26-1.1.H","13:00:00","17:00:00","60","0"
"2.TA.93-200-8-j26-1.1.H","12:00:00","17:00:00","60","0"
"3.TA.93-200-8-j26-1.1.H","09:30:00","12:15:00","60","0"
"4.TA.93-200-8-j26-1.1.H","10:00:00","12:15:00","60","0"
"5.TA.93-200-8-j26-1.1.H","13:00:00","17:30:00","60","0"
"6.TA.93-200-8-j26-1.2.R","09:30:00","12:15:00","60","0"
"7.TA.93-200-8-j26-1.2.R","10:00:00","12:15:00","60","0"
"8.TA.93-200-8-j26-1.2.R","13:00:00","17:00:00","60","0"
"9.TA.93-200-8-j26-1.2.R","13:00:00","17:30:00","60","0"
"10.TA.93-200-8-j26-1.2.R","12:00:00","17:00:00","60","0"
"1.TA.93-X-j26-1.1.H","08:55:00","16:55:00","1800","0"
"2.TA.93-X-j26-1.1.H","09:30:00","15:30:00","1200","0"
"3.TA.93-X-j26-1.2.R","08:55:00","16:55:00","1800","0"
"4.TA.93-X-j26-1.2.R","09:50:00","15:50:00","1200","0"
"1.TA.93-293-0-j26-1.1.H","08:30:00","20:00:00","60","0"
"2.TA.93-293-0-j26-1.1.H","08:30:00","17:00:00","60","0"
"3.TA.93-293-0-j26-1.1.H","08:30:00","16:00:00","60","0"
"4.TA.93-293-0-j26-1.1.H","08:30:00","17:00:00","60","0"
"5.TA.93-293-0-j26-1.1.H","08:30:00","16:30:00","60","0"
"6.TA.93-293-0-j26-1.2.R","08:30:00","16:00:00","60","0"
"7.TA.93-293-0-j26-1.2.R","08:30:00","17:00:00","60","0"
"8.TA.93-293-0-j26-1.2.R","08:30:00","16:30:00","60","0"
"9.TA.93-293-0-j26-1.2.R","08:30:00","17:00:00","60","0"
"10.TA.93-293-0-j26-1.2.R","08:30:00","20:00:00","60","0"
"1.TA.93-287-0-j26-1.1.H","08:45:00","16:30:00","900","0"
"2.TA.93-287-0-j26-1.2.R","08:45:00","16:15:00","900","0"
"1.TA.93-291-0-j26-1.1.H","09:00:00","17:00:00","1200","0"
"2.TA.93-291-0-j26-1.1.H","09:00:00","16:20:00","1200","0"
"3.TA.93-291-0-j26-1.2.H","09:10:00","17:10:00","1200","0"
"4.TA.93-291-0-j26-1.2.H","09:00:00","16:40:00","1200","0"
"5.TA.93-291-0-j26-1.3.R","09:00:00","16:40:00","1200","0"
"6.TA.93-291-0-j26-1.3.R","09:10:00","17:30:00","1200","0"
"7.TA.93-291-0-j26-1.4.R","09:00:00","17:00:00","1200","0"
"8.TA.93-291-0-j26-1.4.R","09:00:00","17:40:00","1200","0"
"1.TA.93-285-2-j26-1.1.H","08:00:00","11:45:00","60","0"
"2.TA.93-285-2-j26-1.1.H","13:00:00","17:15:00","60","0"
"3.TA.93-285-2-j26-1.1.H","07:30:00","11:45:00","60","0"
"4.TA.93-285-2-j26-1.1.H","13:00:00","18:15:00","60","0"
"5.TA.93-285-2-j26-1.2.R","13:00:00","18:15:00","60","0"
"6.TA.93-285-2-j26-1.2.R","13:00:00","17:15:00","60","0"
"7.TA.93-285-2-j26-1.2.R","07:30:00","11:45:00","60","0"
"8.TA.93-285-2-j26-1.2.R","08:00:00","11:45:00","60","0"
"1.TA.93-293-2-j26-1.1.H","08:30:00","16:00:00","60","0"
"2.TA.93-293-2-j26-1.1.H","08:30:00","17:00:00","60","0"
"3.TA.93-293-2-j26-1.2.H","08:45:00","16:45:00","60","0"
"4.TA.93-293-2-j26-1.2.H","08:40:00","16:00:00","60","0"
"5.TA.93-293-2-j26-1.3.R","08:30:00","17:00:00","60","0"
"6.TA.93-293-2-j26-1.3.R","08:30:00","16:00:00","60","0"
"7.TA.93-293-2-j26-1.4.R","08:45:00","16:45:00","60","0"
"8.TA.93-293-2-j26-1.4.R","08:40:00","16:00:00","60","0"
"1.TA.93-293-A-j26-1.1.H","08:40:00","16:20:00","1200","0"
"2.TA.93-293-A-j26-1.1.H","08:40:00","16:00:00","1200","0"
"4.TA.93-293-A-j26-1.1.H","08:40:00","16:40:00","1200","0"
"5.TA.93-293-A-j26-1.2.R","08:40:00","16:20:00","1200","0"
"7.TA.93-293-A-j26-1.2.R","08:40:00","16:00:00","1200","0"
"8.TA.93-293-A-j26-1.2.R","08:40:00","16:40:00","1200","0"
"1.TA.93-244-2-j26-1.1.H","08:45:00","19:00:00","900","0"
"2.TA.93-244-2-j26-1.1.H","09:20:00","18:00:00","1200","0"
"3.TA.93-244-2-j26-1.2.R","09:00:00","17:40:00","1200","0"
"4.TA.93-244-2-j26-1.2.R","08:30:00","18:45:00","900","0"
"1.TA.93-294-1-j26-1.1.H","09:00:00","17:00:00","60","0"
"2.TA.93-294-1-j26-1.1.H","09:00:00","16:00:00","60","0"
"3.TA.93-294-1-j26-1.1.H","09:30:00","16:00:00","60","0"
"4.TA.93-294-1-j26-1.2.R","09:30:00","16:00:00","60","0"
"5.TA.93-294-1-j26-1.2.R","09:00:00","17:00:00","60","0"
"6.TA.93-294-1-j26-1.2.R","09:00:00","16:00:00","60","0"
"92.TA.93-259-7-j26-1.4.R","08:30:00","16:30:00","900","0"
"1.TA.93-8D-Y-j26-1.1.H","13:10:00","18:40:00","1800","0"
"2.TA.93-8D-Y-j26-1.1.H","07:10:00","11:40:00","1800","0"
"3.TA.93-8D-Y-j26-1.1.H","16:10:00","18:40:00","1800","0"
"5.TA.93-8D-Y-j26-1.1.H","07:10:00","08:10:00","1800","0"
"10.TA.93-8D-Y-j26-1.2.R","13:10:00","18:40:00","1800","0"
"11.TA.93-8D-Y-j26-1.2.R","07:10:00","11:40:00","1800","0"
"14.TA.93-8D-Y-j26-1.2.R","16:10:00","18:40:00","1800","0"
"16.TA.93-8D-Y-j26-1.2.R","07:10:00","08:10:00","1800","0"
"65.TA.93-288-A-j26-1.2.R","08:40:00","17:00:00","1200","0"
"1.TA.93-276-7-j26-1.1.H","08:30:00","17:00:00","1800","0"
"2.TA.93-276-7-j26-1.1.H","08:00:00","16:30:00","900","0"
"3.TA.93-276-7-j26-1.2.R","08:00:00","17:00:00","900","0"
"4.TA.93-276-7-j26-1.2.R","08:30:00","17:30:00","1800","0"
"2.TA.93-LMW-j26-1.1.H","08:30:00","11:30:00","3600","0"
"3.TA.93-LMW-j26-1.1.H","13:55:00","18:55:00","3600","0"
"5.TA.93-LMW-j26-1.1.H","05:55:00","06:55:00","3600","0"
"7.TA.93-LMW-j26-1.1.H","07:55:00","11:55:00","3600","0"
"8.TA.93-LMW-j26-1.1.H","13:30:00","16:30:00","3600","0"
"10.TA.93-LMW-j26-1.2.R","05:55:00","06:55:00","3600","0"
"11.TA.93-LMW-j26-1.2.R","13:30:00","16:30:00","3600","0"
"12.TA.93-LMW-j26-1.2.R","13:55:00","18:55:00","3600","0"
"13.TA.93-LMW-j26-1.2.R","07:55:00","11:55:00","3600","0"
"15.TA.93-LMW-j26-1.2.R","08:30:00","11:30:00","3600","0"
"1.TA.93-1T-Y-j26-1.1.H","08:30:00","17:00:00","60","0"
"2.TA.93-1T-Y-j26-1.1.H","08:30:00","16:30:00","60","0"
"3.TA.93-1T-Y-j26-1.1.H","08:00:00","17:00:00","60","0"
"4.TA.93-1T-Y-j26-1.2.R","08:30:00","17:00:00","60","0"
"5.TA.93-1T-Y-j26-1.2.R","08:00:00","17:00:00","60","0"
"6.TA.93-1T-Y-j26-1.2.R","08:30:00","16:30:00","60","0"
"1.TA.93-2D-Y-j26-1.1.H","08:45:00","16:30:00","60","0"
"2.TA.93-2D-Y-j26-1.1.H","08:45:00","16:45:00","60","0"
"3.TA.93-2D-Y-j26-1.1.H","08:30:00","16:30:00","60","0"
"4.TA.93-2D-Y-j26-1.2.R","08:45:00","16:30:00","60","0"
"5.TA.93-2D-Y-j26-1.2.R","08:45:00","16:45:00","60","0"
"6.TA.93-2D-Y-j26-1.2.R","08:30:00","16:30:00","60","0"
"1.TA.93-2H-Y-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-2H-Y-j26-1.1.H","08:45:00","16:30:00","60","0"
"3.TA.93-2H-Y-j26-1.1.H","08:45:00","16:45:00","60","0"
"4.TA.93-2H-Y-j26-1.2.R","08:45:00","16:30:00","60","0"
"5.TA.93-2H-Y-j26-1.2.R","09:00:00","16:30:00","60","0"
"6.TA.93-2H-Y-j26-1.2.R","08:45:00","16:45:00","60","0"
"1.TA.93-37-Y-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-37-Y-j26-1.1.H","16:31:00","17:30:00","60","0"
"3.TA.93-37-Y-j26-1.1.H","08:00:00","08:59:00","60","0"
"4.TA.93-37-Y-j26-1.1.H","09:00:00","16:00:00","60","0"
"5.TA.93-37-Y-j26-1.2.R","08:00:00","08:59:00","60","0"
"6.TA.93-37-Y-j26-1.2.R","09:00:00","16:30:00","60","0"
"7.TA.93-37-Y-j26-1.2.R","16:31:00","17:30:00","60","0"
"8.TA.93-37-Y-j26-1.2.R","09:00:00","16:00:00","60","0"
"1.TA.93-9J-Y-j26-1.1.H","08:45:00","16:45:00","60","0"
"2.TA.93-9J-Y-j26-1.1.H","08:45:00","16:30:00","60","0"
"3.TA.93-9J-Y-j26-1.2.R","08:45:00","16:30:00","60","0"
"4.TA.93-9J-Y-j26-1.2.R","08:45:00","16:45:00","60","0"
"1.TA.93-226-4-j26-1.1.H","08:30:00","16:35:00","60","0"
"2.TA.93-226-4-j26-1.2.H","08:30:00","16:00:00","60","0"
"3.TA.93-226-4-j26-1.3.R","08:30:00","16:00:00","60","0"
"4.TA.93-226-4-j26-1.4.R","08:30:00","16:35:00","60","0"
"1.TA.93-5G-Y-j26-1.1.H","08:30:00","16:45:00","60","0"
"2.TA.93-5G-Y-j26-1.1.H","10:30:00","16:00:00","60","0"
"3.TA.93-5G-Y-j26-1.1.H","13:15:00","16:45:00","60","0"
"4.TA.93-5G-Y-j26-1.1.H","08:30:00","12:00:00","60","0"
"5.TA.93-5G-Y-j26-1.2.R","10:30:00","16:00:00","60","0"
"6.TA.93-5G-Y-j26-1.2.R","08:30:00","16:45:00","60","0"
"7.TA.93-5G-Y-j26-1.2.R","13:15:00","16:45:00","60","0"
"8.TA.93-5G-Y-j26-1.2.R","08:30:00","12:00:00","60","0"
"1.TA.93-289-3-j26-1.1.H","08:30:00","16:30:00","60","0"
"2.TA.93-289-3-j26-1.2.R","08:30:00","16:45:00","60","0"
"1.TA.93-54-Y-j26-1.1.H","08:30:00","16:15:00","60","0"
"2.TA.93-54-Y-j26-1.2.R","08:30:00","16:15:00","60","0"
"1.TA.93-235-1-j26-1.1.H","20:15:00","23:30:00","900","0"
"2.TA.93-235-1-j26-1.2.H","07:00:00","20:00:00","900","0"
"3.TA.93-235-1-j26-1.2.H","07:00:00","18:00:00","900","0"
"4.TA.93-235-1-j26-1.2.H","07:00:00","20:00:00","900","0"
"5.TA.93-235-1-j26-1.2.H","07:00:00","18:45:00","900","0"
"6.TA.93-235-1-j26-1.2.H","07:00:00","17:45:00","900","0"
"7.TA.93-235-1-j26-1.3.R","20:30:00","23:45:00","900","0"
"9.TA.93-235-1-j26-1.4.R","07:00:00","20:00:00","900","0"
"10.TA.93-235-1-j26-1.4.R","07:00:00","20:00:00","900","0"
"11.TA.93-235-1-j26-1.4.R","07:00:00","18:45:00","900","0"
"12.TA.93-235-1-j26-1.4.R","07:00:00","17:45:00","900","0"
"13.TA.93-235-1-j26-1.4.R","07:00:00","18:15:00","900","0"
"1.TA.93-237-0-j26-1.1.H","08:50:00","16:20:00","1800","0"
"2.TA.93-237-0-j26-1.1.H","07:50:00","16:50:00","1800","0"
"3.TA.93-237-0-j26-1.2.H","09:05:00","16:35:00","1800","0"
"4.TA.93-237-0-j26-1.2.H","08:05:00","17:05:00","1800","0"
"5.TA.93-237-0-j26-1.3.R","08:20:00","17:50:00","1800","0"
"6.TA.93-237-0-j26-1.3.R","09:50:00","17:20:00","1800","0"
"7.TA.93-237-0-j26-1.4.R","08:35:00","17:35:00","1800","0"
"8.TA.93-237-0-j26-1.4.R","09:35:00","17:05:00","1800","0"
"6.TA.93-226-3-j26-1.1.H","08:25:00","17:25:00","1200","0"
"12.TA.93-226-3-j26-1.1.H","08:25:00","11:55:00","1800","0"
"14.TA.93-226-3-j26-1.1.H","13:25:00","17:25:00","1800","0"
"17.TA.93-226-3-j26-1.1.H","08:15:00","11:15:00","3600","0"
"19.TA.93-226-3-j26-1.1.H","13:15:00","16:15:00","3600","0"
"25.TA.93-226-3-j26-1.2.R","13:25:00","16:25:00","3600","0"
"26.TA.93-226-3-j26-1.2.R","08:25:00","11:55:00","1800","0"
"28.TA.93-226-3-j26-1.2.R","08:25:00","17:25:00","1200","0"
"33.TA.93-226-3-j26-1.2.R","13:25:00","17:25:00","1800","0"
"40.TA.93-226-3-j26-1.2.R","08:25:00","11:25:00","3600","0"
"3.TA.93-8E-Y-j26-1.1.H","21:15:00","23:15:00","3600","0"
"7.TA.93-8C-Y-j26-1.1.H","21:00:00","23:00:00","3600","0"
"1.TA.93-9H-Y-j26-1.1.H","08:45:00","16:30:00","60","0"
"2.TA.93-9H-Y-j26-1.1.H","08:45:00","16:45:00","60","0"
"3.TA.93-9H-Y-j26-1.1.H","09:00:00","16:30:00","60","0"
"4.TA.93-9H-Y-j26-1.2.R","08:45:00","16:45:00","60","0"
"5.TA.93-9H-Y-j26-1.2.R","08:45:00","16:30:00","60","0"
"6.TA.93-9H-Y-j26-1.2.R","09:00:00","16:30:00","60","0"
"1.TA.93-2S-Y-j26-1.1.H","09:00:00","16:00:00","60","0"
"2.TA.93-2S-Y-j26-1.1.H","13:30:00","17:00:00","60","0"
"3.TA.93-2S-Y-j26-1.1.H","09:00:00","12:45:00","60","0"
"4.TA.93-2S-Y-j26-1.1.H","13:30:00","16:30:00","60","0"
"5.TA.93-2S-Y-j26-1.1.H","08:30:00","12:45:00","60","0"
"6.TA.93-2S-Y-j26-1.2.R","09:00:00","16:00:00","60","0"
"7.TA.93-2S-Y-j26-1.2.R","13:30:00","16:30:00","60","0"
"8.TA.93-2S-Y-j26-1.2.R","09:00:00","12:45:00","60","0"
"9.TA.93-2S-Y-j26-1.2.R","13:30:00","17:00:00","60","0"
"10.TA.93-2S-Y-j26-1.2.R","08:30:00","12:45:00","60","0"
"1.TA.93-3I-Y-j26-1.1.H","08:45:00","16:45:00","60","0"
"2.TA.93-3I-Y-j26-1.1.H","08:45:00","16:30:00","60","0"
"3.TA.93-3I-Y-j26-1.2.R","08:45:00","16:45:00","60","0"
"4.TA.93-3I-Y-j26-1.2.R","08:45:00","16:30:00","60","0"
"1.TA.93-5-Y-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-5-Y-j26-1.1.H","08:30:00","16:25:00","60","0"
"3.TA.93-5-Y-j26-1.2.R","08:30:00","16:25:00","60","0"
"4.TA.93-5-Y-j26-1.2.R","09:00:00","16:30:00","60","0"
"1.TA.93-3N-Y-j26-1.1.H","08:30:00","16:25:00","60","0"
"2.TA.93-3N-Y-j26-1.1.H","09:00:00","16:25:00","60","0"
"3.TA.93-3N-Y-j26-1.2.R","08:30:00","16:25:00","60","0"
"4.TA.93-3N-Y-j26-1.2.R","09:00:00","16:25:00","60","0"
"1.TA.93-48-Y-j26-1.1.H","08:45:00","16:00:00","60","0"
"2.TA.93-48-Y-j26-1.1.H","08:30:00","16:00:00","60","0"
"3.TA.93-48-Y-j26-1.2.R","08:30:00","16:00:00","60","0"
"4.TA.93-48-Y-j26-1.2.R","08:45:00","16:00:00","60","0"
"1.TA.93-234-6-j26-1.1.H","09:00:00","16:15:00","60","0"
"2.TA.93-234-6-j26-1.2.H","09:15:00","16:15:00","60","0"
"3.TA.93-234-6-j26-1.3.R","09:00:00","16:15:00","60","0"
"4.TA.93-234-6-j26-1.4.R","09:15:00","16:15:00","60","0"
"1.TA.93-4J-Y-j26-1.1.H","09:15:00","16:15:00","1800","0"
"2.TA.93-4J-Y-j26-1.1.H","09:00:00","16:00:00","60","0"
"3.TA.93-4J-Y-j26-1.1.H","09:00:00","15:30:00","60","0"
"4.TA.93-4J-Y-j26-1.2.R","09:00:00","15:30:00","60","0"
"5.TA.93-4J-Y-j26-1.2.R","09:00:00","16:00:00","60","0"
"6.TA.93-4J-Y-j26-1.2.R","08:45:00","15:45:00","1800","0"
"1.TA.93-4P-Y-j26-1.1.H","09:15:00","15:45:00","60","0"
"2.TA.93-4P-Y-j26-1.1.H","09:15:00","15:30:00","60","0"
"3.TA.93-4P-Y-j26-1.1.H","09:30:00","16:00:00","1800","0"
"4.TA.93-4P-Y-j26-1.2.R","09:00:00","15:30:00","1800","0"
"5.TA.93-4P-Y-j26-1.2.R","09:15:00","15:30:00","60","0"
"6.TA.93-4P-Y-j26-1.2.R","09:15:00","15:45:00","60","0"
"1.TA.93-274-0-j26-1.1.H","08:00:00","17:30:00","900","0"
"2.TA.93-274-0-j26-1.1.H","07:30:00","17:30:00","900","0"
"3.TA.93-274-0-j26-1.1.H","09:00:00","17:00:00","1800","0"
"4.TA.93-274-0-j26-1.1.H","07:30:00","18:00:00","900","0"
"5.TA.93-274-0-j26-1.1.H","07:30:00","19:00:00","900","0"
"6.TA.93-274-0-j26-1.2.R","08:00:00","17:15:00","900","0"
"7.TA.93-274-0-j26-1.2.R","07:30:00","18:45:00","900","0"
"8.TA.93-274-0-j26-1.2.R","09:00:00","17:00:00","1800","0"
"9.TA.93-274-0-j26-1.2.R","07:30:00","17:15:00","900","0"
"10.TA.93-274-0-j26-1.2.R","07:30:00","17:45:00","900","0"
"1.TA.93-241-1-j26-1.1.H","08:30:00","17:00:00","900","0"
"2.TA.93-241-1-j26-1.1.H","08:30:00","17:00:00","900","0"
"3.TA.93-241-1-j26-1.1.H","08:00:00","18:00:00","900","0"
"4.TA.93-241-1-j26-1.2.R","08:00:00","18:00:00","900","0"
"5.TA.93-241-1-j26-1.2.R","08:30:00","17:00:00","900","0"
"6.TA.93-241-1-j26-1.2.R","08:30:00","17:00:00","900","0"
"1.TA.93-6E-Y-j26-1.1.H","09:00:00","17:00:00","1800","0"
"2.TA.93-6E-Y-j26-1.1.H","08:00:00","17:00:00","1800","0"
"3.TA.93-6E-Y-j26-1.1.H","08:00:00","18:00:00","1800","0"
"4.TA.93-6E-Y-j26-1.1.H","08:30:00","17:00:00","1800","0"
"5.TA.93-6E-Y-j26-1.1.H","09:00:00","17:00:00","1800","0"
"6.TA.93-6E-Y-j26-1.2.R","08:30:00","17:00:00","1800","0"
"7.TA.93-6E-Y-j26-1.2.R","08:00:00","17:00:00","1800","0"
"8.TA.93-6E-Y-j26-1.2.R","09:00:00","17:00:00","1800","0"
"9.TA.93-6E-Y-j26-1.2.R","08:00:00","18:00:00","1800","0"
"10.TA.93-6E-Y-j26-1.2.R","09:00:00","17:00:00","1800","0"
"1.TA.93-6R-Y-j26-1.1.H","13:00:00","18:30:00","1800","0"
"2.TA.93-6R-Y-j26-1.1.H","13:30:00","18:30:00","1800","0"
"3.TA.93-6R-Y-j26-1.1.H","07:30:00","08:30:00","1800","0"
"5.TA.93-6R-Y-j26-1.1.H","19:00:00","19:30:00","1800","0"
"6.TA.93-6R-Y-j26-1.1.H","09:00:00","11:30:00","1800","0"
"7.TA.93-6R-Y-j26-1.1.H","15:30:00","16:30:00","1800","0"
"9.TA.93-6R-Y-j26-1.1.H","07:30:00","08:30:00","1800","0"
"11.TA.93-6R-Y-j26-1.1.H","13:00:00","16:30:00","1800","0"
"12.TA.93-6R-Y-j26-1.1.H","10:30:00","11:00:00","1800","0"
"14.TA.93-6R-Y-j26-1.1.H","07:30:00","08:30:00","1800","0"
"15.TA.93-6R-Y-j26-1.1.H","07:30:00","11:30:00","1800","0"
"17.TA.93-6R-Y-j26-1.1.H","17:00:00","19:30:00","1800","0"
"18.TA.93-6R-Y-j26-1.2.R","13:00:00","18:30:00","1800","0"
"19.TA.93-6R-Y-j26-1.2.R","13:30:00","18:30:00","1800","0"
"20.TA.93-6R-Y-j26-1.2.R","09:00:00","11:30:00","1800","0"
"21.TA.93-6R-Y-j26-1.2.R","07:30:00","08:30:00","1800","0"
"23.TA.93-6R-Y-j26-1.2.R","07:30:00","11:30:00","1800","0"
"25.TA.93-6R-Y-j26-1.2.R","07:30:00","08:30:00","1800","0"
"26.TA.93-6R-Y-j26-1.2.R","19:00:00","19:30:00","1800","0"
"27.TA.93-6R-Y-j26-1.2.R","07:30:00","11:00:00","1800","0"
"28.TA.93-6R-Y-j26-1.2.R","13:00:00","16:30:00","1800","0"
"29.TA.93-6R-Y-j26-1.2.R","10:30:00","11:00:00","1800","0"
"30.TA.93-6R-Y-j26-1.2.R","15:30:00","16:30:00","1800","0"
"31.TA.93-6R-Y-j26-1.2.R","17:00:00","19:30:00","1800","0"
"1.TA.93-276-8-j26-1.1.H","08:13:00","16:13:00","900","0"
"2.TA.93-276-8-j26-1.1.H","08:43:00","16:43:00","1800","0"
"3.TA.93-276-8-j26-1.2.R","08:43:00","17:13:00","1800","0"
"4.TA.93-276-8-j26-1.2.R","08:13:00","16:43:00","900","0"
"1.TA.93-289-2-j26-1.1.H","09:00:00","16:30:00","1800","0"
"2.TA.93-289-2-j26-1.1.H","08:30:00","16:30:00","1200","0"
"3.TA.93-289-2-j26-1.2.R","09:00:00","17:00:00","1800","0"
"4.TA.93-289-2-j26-1.2.R","08:30:00","16:50:00","1200","0"
"2.TA.93-80-Y-j26-1.1.H","08:30:00","17:00:00","1800","0"
"4.TA.93-80-Y-j26-1.2.R","08:30:00","16:30:00","1800","0"
"1.TA.93-38-Y-j26-1.1.H","08:30:00","16:45:00","60","0"
"2.TA.93-38-Y-j26-1.1.H","08:30:00","16:30:00","60","0"
"3.TA.93-38-Y-j26-1.2.R","08:30:00","16:45:00","60","0"
"4.TA.93-38-Y-j26-1.2.R","08:30:00","17:00:00","60","0"
"1.TA.93-3C-Y-j26-1.1.H","08:30:00","16:45:00","60","0"
"2.TA.93-3C-Y-j26-1.1.H","09:00:00","16:45:00","60","0"
"3.TA.93-3C-Y-j26-1.2.R","09:00:00","16:45:00","60","0"
"4.TA.93-3C-Y-j26-1.2.R","08:30:00","16:45:00","60","0"
"1.TA.93-9I-Y-j26-1.1.H","09:00:00","16:20:00","60","0"
"2.TA.93-9I-Y-j26-1.1.H","08:30:00","17:00:00","60","0"
"3.TA.93-9I-Y-j26-1.2.R","09:00:00","16:20:00","60","0"
"4.TA.93-9I-Y-j26-1.2.R","08:30:00","17:00:00","60","0"
"1.TA.93-3Q-Y-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-3Q-Y-j26-1.1.H","09:00:00","16:45:00","60","0"
"3.TA.93-3Q-Y-j26-1.2.R","09:00:00","16:45:00","60","0"
"4.TA.93-3Q-Y-j26-1.2.R","09:00:00","16:30:00","60","0"
"1.TA.93-41-Y-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-41-Y-j26-1.1.H","08:30:00","16:30:00","60","0"
"3.TA.93-41-Y-j26-1.2.R","09:00:00","16:00:00","60","0"
"4.TA.93-41-Y-j26-1.2.R","08:30:00","16:00:00","60","0"
"1.TA.93-6H-Y-j26-1.1.H","08:30:00","17:00:00","600","0"
"3.TA.93-6H-Y-j26-1.1.H","08:45:00","17:15:00","1800","0"
"4.TA.93-6H-Y-j26-1.1.H","08:45:00","16:45:00","1800","0"
"5.TA.93-6H-Y-j26-1.2.R","08:45:00","16:45:00","1800","0"
"6.TA.93-6H-Y-j26-1.2.R","08:45:00","17:15:00","1800","0"
"7.TA.93-6H-Y-j26-1.2.R","08:30:00","17:00:00","600","0"
"1.TA.93-237-5-j26-1.1.H","08:30:00","16:15:00","60","0"
"2.TA.93-237-5-j26-1.1.H","09:00:00","16:30:00","60","0"
"3.TA.93-237-5-j26-1.2.R","09:00:00","16:30:00","60","0"
"4.TA.93-237-5-j26-1.2.R","08:30:00","16:15:00","60","0"
"1.TA.93-239-3-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-239-3-j26-1.1.H","09:00:00","16:30:00","60","0"
"3.TA.93-239-3-j26-1.2.R","09:00:00","16:30:00","60","0"
"4.TA.93-239-3-j26-1.2.R","09:00:00","16:30:00","60","0"
"1.TA.93-239-5-j26-1.1.H","09:00:00","16:30:00","60","0"
"2.TA.93-239-5-j26-1.2.R","09:00:00","16:30:00","60","0"
"1.TA.93-5Y-Y-j26-1.1.H","19:00:00","24:00:00","1800","0"
"2.TA.93-5Y-Y-j26-1.1.H","08:00:00","10:00:00","1200","0"
"3.TA.93-5Y-Y-j26-1.1.H","08:00:00","10:00:00","1200","0"
"4.TA.93-5Y-Y-j26-1.1.H","10:00:00","18:45:00","900","0"
"5.TA.93-5Y-Y-j26-1.1.H","10:00:00","19:00:00","900","0"
"6.TA.93-5Y-Y-j26-1.1.H","08:00:00","10:00:00","1200","0"
"7.TA.93-5Y-Y-j26-1.1.H","19:00:00","24:00:00","1800","0"
"8.TA.93-5Y-Y-j26-1.1.H","10:00:00","19:00:00","900","0"
"9.TA.93-5Y-Y-j26-1.2.R","10:00:00","19:00:00","900","0"
"10.TA.93-5Y-Y-j26-1.2.R","19:00:00","24:00:00","1800","0"
"11.TA.93-5Y-Y-j26-1.2.R","10:00:00","18:45:00","900","0"
"12.TA.93-5Y-Y-j26-1.2.R","19:00:00","24:00:00","1800","0"
"13.TA.93-5Y-Y-j26-1.2.R","10:00:00","19:00:00","900","0"
"14.TA.93-5Y-Y-j26-1.2.R","08:00:00","10:00:00","1200","0"
"15.TA.93-5Y-Y-j26-1.2.R","08:00:00","10:00:00","1200","0"
"16.TA.93-5Y-Y-j26-1.2.R","08:00:00","10:00:00","1200","0"
